[13:56:32] run_dir = /Users/iantodd/Projects/highdimensional/biosystems/87_code_formation_boundaries/runs/20260429_110221_volumetric_sweep/waist_K_32_4x_floor
[13:56:32] cfg = {'n_phase_modes': 4, 'n_dev_modes': 4, 'n_noise_modes': 4, 'phase_taus': [5.0, 20.0, 60.0, 200.0], 'delta': 10.0, 'n_bulk': 2048, 'embed_hidden': 96, 'r_task': 8, 'task_phase_mode': 3, 'width_profile': [1024, 512, 256, 128, 64, 32, 16, 32, 64, 128, 256, 512], 'waist_k': 32, 'tau_init': 1.0, 'tau_min': 0.5, 'anneal_frac': 0.4, 'n_seeds': 6, 'n_iters': 15000, 'batch_size': 2048, 'lr': 0.001, 'weight_decay': 0.0, 'log_every': 500, 'measure_every': 200, 'eval_batch': 2000, 'seed': 20260429, 'run_tag': 'waist_K_32_4x_floor', 'device': 'mps'}
[13:56:32] torch=2.10.0 device=mps
[13:56:32] width_profile=[1024, 512, 256, 128, 64, 32, 16, 32, 64, 128, 256, 512], K_waist=32, n_seeds=6, n_iters=15000, batch=2048
[13:56:32] === seed 1/6 (torch_seed=20260429) ===
[13:56:33]   seed 20260429  it      0/15000  loss=2.082  acc=0.122  meas_acc=0.197  H_waist=0.342  MI_F_waist=0.361  D_waist=2.59  1.1it/s  ETA=218.0m
[13:56:52]   seed 20260429  it    500/15000  loss=1.398  acc=0.396  meas_acc=0.618  H_waist=0.531  MI_F_waist=1.801  D_waist=2.41  24.8it/s  ETA=9.8m
[13:57:11]   seed 20260429  it   1000/15000  loss=0.867  acc=0.675  meas_acc=0.705  H_waist=0.619  MI_F_waist=1.925  D_waist=2.53  25.3it/s  ETA=9.2m
[13:57:30]   seed 20260429  it   1500/15000  loss=0.808  acc=0.693  meas_acc=0.738  H_waist=0.624  MI_F_waist=1.982  D_waist=2.54  25.6it/s  ETA=8.8m
[13:57:50]   seed 20260429  it   2000/15000  loss=0.794  acc=0.698  meas_acc=0.741  H_waist=0.626  MI_F_waist=1.983  D_waist=2.60  25.5it/s  ETA=8.5m
[13:58:09]   seed 20260429  it   2500/15000  loss=0.792  acc=0.694  meas_acc=0.703  H_waist=0.618  MI_F_waist=1.944  D_waist=2.57  25.7it/s  ETA=8.1m
[13:58:29]   seed 20260429  it   3000/15000  loss=0.799  acc=0.681  meas_acc=0.695  H_waist=0.607  MI_F_waist=1.896  D_waist=2.58  25.7it/s  ETA=7.8m
[13:58:48]   seed 20260429  it   3500/15000  loss=0.801  acc=0.677  meas_acc=0.717  H_waist=0.610  MI_F_waist=1.956  D_waist=2.59  25.8it/s  ETA=7.4m
[13:59:07]   seed 20260429  it   4000/15000  loss=0.812  acc=0.666  meas_acc=0.715  H_waist=0.610  MI_F_waist=1.955  D_waist=2.57  25.7it/s  ETA=7.1m
[13:59:26]   seed 20260429  it   4500/15000  loss=0.813  acc=0.659  meas_acc=0.665  H_waist=0.594  MI_F_waist=1.888  D_waist=2.61  25.8it/s  ETA=6.8m
[13:59:46]   seed 20260429  it   5000/15000  loss=0.807  acc=0.651  meas_acc=0.664  H_waist=0.595  MI_F_waist=1.878  D_waist=2.60  25.8it/s  ETA=6.5m
