[14:57:17] run_dir = /Users/iantodd/Projects/highdimensional/biosystems/87_code_formation_boundaries/runs/20260429_110221_volumetric_sweep/waist_K_64_8x_floor
[14:57:17] cfg = {'n_phase_modes': 4, 'n_dev_modes': 4, 'n_noise_modes': 4, 'phase_taus': [5.0, 20.0, 60.0, 200.0], 'delta': 10.0, 'n_bulk': 2048, 'embed_hidden': 96, 'r_task': 8, 'task_phase_mode': 3, 'width_profile': [1024, 512, 256, 128, 64, 32, 16, 32, 64, 128, 256, 512], 'waist_k': 64, 'tau_init': 1.0, 'tau_min': 0.5, 'anneal_frac': 0.4, 'n_seeds': 6, 'n_iters': 15000, 'batch_size': 2048, 'lr': 0.001, 'weight_decay': 0.0, 'log_every': 500, 'measure_every': 200, 'eval_batch': 2000, 'seed': 20260429, 'run_tag': 'waist_K_64_8x_floor', 'device': 'mps'}
[14:57:17] torch=2.10.0 device=mps
[14:57:17] width_profile=[1024, 512, 256, 128, 64, 32, 16, 32, 64, 128, 256, 512], K_waist=64, n_seeds=6, n_iters=15000, batch=2048
[14:57:17] === seed 1/6 (torch_seed=20260429) ===
[14:57:18]   seed 20260429  it      0/15000  loss=2.079  acc=0.124  meas_acc=0.120  H_waist=0.164  MI_F_waist=0.315  D_waist=1.94  1.0it/s  ETA=246.6m
[14:57:40]   seed 20260429  it    500/15000  loss=1.418  acc=0.393  meas_acc=0.680  H_waist=0.505  MI_F_waist=1.940  D_waist=2.41  21.6it/s  ETA=11.2m
[14:58:03]   seed 20260429  it   1000/15000  loss=0.815  acc=0.685  meas_acc=0.746  H_waist=0.610  MI_F_waist=2.083  D_waist=2.58  21.8it/s  ETA=10.7m
[14:58:27]   seed 20260429  it   1500/15000  loss=0.733  acc=0.696  meas_acc=0.752  H_waist=0.623  MI_F_waist=2.126  D_waist=2.61  21.6it/s  ETA=10.4m
[14:58:58]   seed 20260429  it   2000/15000  loss=0.696  acc=0.703  meas_acc=0.734  H_waist=0.627  MI_F_waist=2.087  D_waist=2.64  19.8it/s  ETA=11.0m
[14:59:28]   seed 20260429  it   2500/15000  loss=0.677  acc=0.711  meas_acc=0.749  H_waist=0.630  MI_F_waist=2.142  D_waist=2.66  19.1it/s  ETA=10.9m
[14:59:51]   seed 20260429  it   3000/15000  loss=0.667  acc=0.712  meas_acc=0.731  H_waist=0.626  MI_F_waist=2.114  D_waist=2.68  19.5it/s  ETA=10.2m
[15:00:13]   seed 20260429  it   3500/15000  loss=0.661  acc=0.720  meas_acc=0.748  H_waist=0.627  MI_F_waist=2.135  D_waist=2.67  20.0it/s  ETA=9.6m
[15:00:34]   seed 20260429  it   4000/15000  loss=0.654  acc=0.723  meas_acc=0.761  H_waist=0.629  MI_F_waist=2.138  D_waist=2.68  20.3it/s  ETA=9.0m
[15:00:56]   seed 20260429  it   4500/15000  loss=0.653  acc=0.723  meas_acc=0.748  H_waist=0.626  MI_F_waist=2.119  D_waist=2.70  20.6it/s  ETA=8.5m
[15:01:17]   seed 20260429  it   5000/15000  loss=0.648  acc=0.722  meas_acc=0.741  H_waist=0.626  MI_F_waist=2.145  D_waist=2.70  20.8it/s  ETA=8.0m
[15:01:38]   seed 20260429  it   5500/15000  loss=0.645  acc=0.719  meas_acc=0.738  H_waist=0.630  MI_F_waist=2.120  D_waist=2.71  21.1it/s  ETA=7.5m
[15:02:00]   seed 20260429  it   6000/15000  loss=0.644  acc=0.718  meas_acc=0.727  H_waist=0.629  MI_F_waist=2.125  D_waist=2.72  21.2it/s  ETA=7.1m
[15:02:21]   seed 20260429  it   6500/15000  loss=0.641  acc=0.723  meas_acc=0.725  H_waist=0.631  MI_F_waist=2.137  D_waist=2.71  21.4it/s  ETA=6.6m
[15:02:43]   seed 20260429  it   7000/15000  loss=0.640  acc=0.718  meas_acc=0.729  H_waist=0.628  MI_F_waist=2.124  D_waist=2.73  21.5it/s  ETA=6.2m
[15:03:04]   seed 20260429  it   7500/15000  loss=0.640  acc=0.720  meas_acc=0.735  H_waist=0.631  MI_F_waist=2.131  D_waist=2.72  21.6it/s  ETA=5.8m
[15:03:26]   seed 20260429  it   8000/15000  loss=0.639  acc=0.723  meas_acc=0.733  H_waist=0.629  MI_F_waist=2.155  D_waist=2.72  21.7it/s  ETA=5.4m
[15:03:47]   seed 20260429  it   8500/15000  loss=0.638  acc=0.725  meas_acc=0.738  H_waist=0.630  MI_F_waist=2.115  D_waist=2.74  21.8it/s  ETA=5.0m
